24,-0.0030467,0.0016054,1.501,-0.00015778,0.00019388,-4.9973e-05,-1.1118e-05,1.3436e-05,-3.1985e-06,4.9808,0.86109,-1.2505,0,0
23.99,-0.0030459,0.0016034,1.501,8.9593e-05,0.00023637,-0.00011198,-0.049285,-0.0084687,0.012355,4.8741,0.83538,-1.2212,0,0
23.98,-0.0030501,0.0016004,1.501,0.00082438,0.0003624,-0.00029611,-0.097496,-0.016695,0.024422,4.7682,0.80989,-1.1921,0,0
23.97,-0.003064,0.0015958,1.501,0.002036,0.00056942,-0.00059945,-0.14465,-0.024667,0.036198,4.6631,0.78461,-1.1633,0,0
23.96,-0.0030924,0.0015888,1.5011,0.0037139,0.0008549,-0.0010191,-0.19076,-0.032388,0.047688,4.5586,0.75955,-1.1346,0,0
23.95,-0.0031398,0.0015785,1.5011,0.0058477,0.0012163,-0.0015522,-0.23583,-0.039859,0.058891,4.455,0.7347,-1.1062,0,0
23.94,-0.0032108,0.0015642,1.5011,0.008427,0.0016513,-0.002196,-0.27986,-0.047083,0.069812,4.3521,0.71007,-1.078,0,0
23.93,-0.0033098,0.0015452,1.5011,0.011442,0.0021572,-0.0029476,-0.32287,-0.054061,0.080452,4.2499,0.68565,-1.05,0,0
23.92,-0.0034411,0.0015208,1.5011,0.014881,0.0027317,-0.0038041,-0.36486,-0.060796,0.090813,4.1485,0.66145,-1.0223,0,0
23.91,-0.0036088,0.0014904,1.5012,0.018735,0.0033723,-0.0047629,-0.40584,-0.067291,0.1009,4.0478,0.63746,-0.99472,0,0
23.9,-0.0038171,0.0014532,1.5012,0.022995,0.0040767,-0.0058211,-0.44582,-0.073546,0.11071,3.9479,0.61369,-0.96741,0,0
23.89,-0.00407,0.0014086,1.5013,0.027649,0.0048424,-0.0069761,-0.4848,-0.079565,0.12025,3.8487,0.59013,-0.94033,0,0
23.88,-0.0043714,0.0013561,1.5014,0.032687,0.0056672,-0.0082252,-0.5228,-0.08535,0.12952,3.7503,0.56679,-0.91346,0,0
23.87,-0.004725,0.0012951,1.5015,0.038101,0.0065487,-0.0095656,-0.55981,-0.090902,0.13852,3.6526,0.54366,-0.88682,0,0
23.86,-0.0051346,0.001225,1.5016,0.04388,0.0074845,-0.010995,-0.59585,-0.096224,0.14725,3.5556,0.52075,-0.8604,0,0
23.85,-0.0056038,0.0011452,1.5017,0.050015,0.0084724,-0.01251,-0.63093,-0.10132,0.15573,3.4595,0.49805,-0.83421,0,0
23.84,-0.0061361,0.0010554,1.5018,0.056496,0.0095101,-0.014108,-0.66504,-0.10619,0.16394,3.364,0.47557,-0.80824,0,0
23.83,-0.0067348,0.00095489,1.502,0.063313,0.010595,-0.015788,-0.69821,-0.11083,0.17189,3.2693,0.4533,-0.78249,0,0
23.82,-0.0074034,0.00084332,1.5021,0.070457,0.011726,-0.017545,-0.73043,-0.11525,0.17959,3.1754,0.43124,-0.75696,0,0
23.81,-0.008145,0.00072023,1.5023,0.077918,0.0129,-0.019379,-0.76172,-0.11946,0.18703,3.0822,0.40941,-0.73166,0,0
23.8,-0.0089628,0.00058519,1.5025,0.085688,0.014114,-0.021285,-0.79208,-0.12344,0.19422,2.9897,0.38778,-0.70658,0,0
23.79,-0.0098598,0.00043781,1.5027,0.093757,0.015368,-0.023262,-0.82152,-0.12721,0.20116,2.898,0.36637,-0.68172,0,0
23.78,-0.010839,0.00027771,1.503,0.10212,0.016658,-0.025307,-0.85004,-0.13077,0.20786,2.8071,0.34518,-0.65709,0,0
23.77,-0.011903,0.00010454,1.5033,0.11075,0.017982,-0.027418,-0.87766,-0.13412,0.21431,2.7169,0.3242,-0.63267,0,0
23.76,-0.013055,-8.2044e-05,1.5035,0.11967,0.019339,-0.029593,-0.90438,-0.13725,0.22051,2.6274,0.30343,-0.60848,0,0
23.75,-0.014297,-0.00028235,1.5038,0.12884,0.020727,-0.031828,-0.93021,-0.14019,0.22648,2.5387,0.28288,-0.58452,0,0
23.74,-0.015633,-0.00049667,1.5042,0.13827,0.022142,-0.034121,-0.95516,-0.14291,0.2322,2.4507,0.26255,-0.56077,0,0
23.73,-0.017063,-0.00072529,1.5045,0.14794,0.023584,-0.036471,-0.97923,-0.14544,0.23769,2.3635,0.24243,-0.53725,0,0
23.72,-0.018592,-0.00096844,1.5049,0.15785,0.025051,-0.038875,-1.0024,-0.14776,0.24295,2.277,0.22252,-0.51396,0,0
23.71,-0.020221,-0.0012264,1.5053,0.16799,0.026539,-0.041329,-1.0248,-0.14989,0.24797,2.1913,0.20283,-0.49088,0,0
23.7,-0.021953,-0.0014993,1.5057,0.17834,0.028048,-0.043833,-1.0463,-0.15182,0.25277,2.1063,0.18336,-0.46803,0,0
23.69,-0.023789,-0.0017874,1.5062,0.18891,0.029575,-0.046384,-1.0669,-0.15356,0.25733,2.0221,0.1641,-0.4454,0,0
23.68,-0.025731,-0.0020908,1.5067,0.19968,0.031118,-0.048979,-1.0867,-0.1551,0.26168,1.9386,0.14505,-0.42299,0,0
23.67,-0.027783,-0.0024098,1.5072,0.21064,0.032676,-0.051617,-1.1057,-0.15646,0.26579,1.8559,0.12622,-0.40081,0,0
23.66,-0.029945,-0.0027444,1.5077,0.22179,0.034247,-0.054294,-1.1238,-0.15763,0.26969,1.7739,0.1076,-0.37885,0,0
23.65,-0.032219,-0.0030948,1.5083,0.23311,0.035828,-0.05701,-1.1412,-0.15861,0.27337,1.6927,0.089203,-0.35711,0,0
23.64,-0.034608,-0.003461,1.5088,0.24461,0.037418,-0.059761,-1.1577,-0.15941,0.27683,1.6122,0.071017,-0.33559,0,0
23.63,-0.037112,-0.0038432,1.5094,0.25626,0.039016,-0.062546,-1.1734,-0.16003,0.28008,1.5324,0.053046,-0.3143,0,0
23.62,-0.039733,-0.0042413,1.5101,0.26807,0.040618,-0.065362,-1.1883,-0.16047,0.28312,1.4535,0.035289,-0.29323,0,0
23.61,-0.042474,-0.0046555,1.5108,0.28003,0.042224,-0.068207,-1.2025,-0.16074,0.28595,1.3752,0.017747,-0.27238,0,0
23.6,-0.045334,-0.0050858,1.5114,0.29212,0.043832,-0.07108,-1.2158,-0.16083,0.28857,1.2977,0.00042062,-0.25176,0,0
23.59,-0.048317,-0.0055322,1.5122,0.30434,0.04544,-0.073978,-1.2284,-0.16075,0.29099,1.221,-0.016691,-0.23136,0,0
23.58,-0.051422,-0.0059946,1.5129,0.31669,0.047047,-0.076899,-1.2403,-0.1605,0.2932,1.145,-0.033588,-0.21118,0,0
23.57,-0.054651,-0.0064731,1.5137,0.32914,0.04865,-0.079841,-1.2513,-0.16008,0.29521,1.0697,-0.050271,-0.19123,0,0
23.56,-0.058005,-0.0069676,1.5145,0.34171,0.050248,-0.082803,-1.2617,-0.15949,0.29702,0.99519,-0.066738,-0.17149,0,0
23.55,-0.061485,-0.007478,1.5154,0.35438,0.051839,-0.085781,-1.2712,-0.15874,0.29864,0.92143,-0.082991,-0.15198,0,0
23.54,-0.065093,-0.0080044,1.5162,0.36713,0.053422,-0.088775,-1.2801,-0.15783,0.30006,0.84841,-0.099028,-0.1327,0,0
23.53,-0.068828,-0.0085464,1.5171,0.37997,0.054995,-0.091782,-1.2882,-0.15676,0.3013,0.77615,-0.11485,-0.11363,0,0
23.52,-0.072692,-0.0091042,1.5181,0.39289,0.056557,-0.0948,-1.2956,-0.15554,0.30234,0.70463,-0.13046,-0.09479,0,0
23.51,-0.076686,-0.0096775,1.519,0.40588,0.058105,-0.097828,-1.3023,-0.15415,0.30319,0.63386,-0.14585,-0.076171,0,0
23.5,-0.08081,-0.010266,1.52,0.41894,0.059639,-0.10086,-1.3083,-0.15262,0.30386,0.56383,-0.16103,-0.057775,0,0
23.49,-0.085065,-0.01087,1.5211,0.43205,0.061157,-0.1039,-1.3136,-0.15093,0.30435,0.49456,-0.17599,-0.039602,0,0
23.48,-0.089451,-0.011489,1.5221,0.44521,0.062658,-0.10695,-1.3182,-0.1491,0.30465,0.42603,-0.19074,-0.021652,0,0
23.47,-0.093969,-0.012123,1.5232,0.45841,0.064139,-0.11,-1.3221,-0.14712,0.30478,0.35825,-0.20528,-0.0039249,0,0
23.46,-0.09862,-0.012772,1.5243,0.47165,0.065599,-0.11304,-1.3254,-0.145,0.30473,0.29122,-0.21959,0.01358,0,0
23.45,-0.1034,-0.013435,1.5255,0.48491,0.067038,-0.11609,-1.3279,-0.14273,0.30451,0.22493,-0.2337,0.030861,0,0
23.44,-0.10832,-0.014113,1.5266,0.4982,0.068454,-0.11913,-1.3299,-0.14032,0.30412,0.15939,-0.24759,0.04792,0,0
23.43,-0.11337,-0.014804,1.5278,0.51151,0.069844,-0.12217,-1.3311,-0.13778,0.30355,0.094603,-0.26126,0.064756,0,0
23.42,-0.11855,-0.01551,1.5291,0.52482,0.071209,-0.12521,-1.3317,-0.1351,0.30282,0.03056,-0.27472,0.081369,0,0
23.41,-0.12386,-0.016228,1.5303,0.53814,0.072546,-0.12823,-1.3317,-0.13228,0.30193,-0.032735,-0.28797,0.09776,0,0
23.4,-0.12931,-0.01696,1.5316,0.55146,0.073854,-0.13124,-1.3311,-0.12934,0.30087,-0.095283,-0.301,0.11393,0,0
23.39,-0.13489,-0.017705,1.533,0.56476,0.075132,-0.13425,-1.3298,-0.12626,0.29965,-0.15708,-0.31381,0.12987,0,0
23.38,-0.14061,-0.018463,1.5343,0.57805,0.076379,-0.13724,-1.328,-0.12306,0.29827,-0.21814,-0.32641,0.14559,0,0
23.37,-0.14645,-0.019233,1.5357,0.59132,0.077593,-0.14021,-1.3255,-0.11974,0.29674,-0.27844,-0.3388,0.16109,0,0
23.36,-0.15243,-0.020015,1.5371,0.60456,0.078773,-0.14317,-1.3224,-0.11629,0.29505,-0.338,-0.35097,0.17637,0,0
23.35,-0.15854,-0.020808,1.5386,0.61776,0.079918,-0.14611,-1.3187,-0.11272,0.29321,-0.39681,-0.36292,0.19142,0,0
23.34,-0.16479,-0.021613,1.5401,0.63093,0.081027,-0.14903,-1.3145,-0.10903,0.29122,-0.45487,-0.37466,0.20625,0,0
23.33,-0.17116,-0.022429,1.5416,0.64405,0.082098,-0.15194,-1.3096,-0.10523,0.28909,-0.51218,-0.38619,0.22086,0,0
23.32,-0.17767,-0.023255,1.5431,0.65712,0.083131,-0.15481,-1.3042,-0.10131,0.28681,-0.56875,-0.3975,0.23525,0,0
23.31,-0.1843,-0.024091,1.5447,0.67013,0.084124,-0.15767,-1.2982,-0.097277,0.28438,-0.62457,-0.40859,0.24941,0,0
23.3,-0.19107,-0.024937,1.5462,0.68308,0.085076,-0.1605,-1.2917,-0.093136,0.28182,-0.67964,-0.41947,0.26335,0,0
23.29,-0.19797,-0.025792,1.5479,0.69597,0.085987,-0.16331,-1.2847,-0.088888,0.27912,-0.73397,-0.43014,0.27706,0,0
23.28,-0.20499,-0.026657,1.5495,0.70878,0.086854,-0.16608,-1.2771,-0.084534,0.27628,-0.78754,-0.44059,0.29056,0,0
23.27,-0.21214,-0.027529,1.5512,0.72151,0.087677,-0.16883,-1.2689,-0.080077,0.27331,-0.84037,-0.45083,0.30383,0,0
23.26,-0.21942,-0.02841,1.5529,0.73415,0.088455,-0.17155,-1.2602,-0.075518,0.2702,-0.89245,-0.46085,0.31688,0,0
23.25,-0.22682,-0.029298,1.5546,0.74671,0.089187,-0.17424,-1.2511,-0.07086,0.26697,-0.94379,-0.47066,0.3297,0,0
23.24,-0.23435,-0.030194,1.5564,0.75917,0.089872,-0.17689,-1.2414,-0.066106,0.26361,-0.99437,-0.48025,0.3423,0,0
23.23,-0.24201,-0.031096,1.5582,0.77154,0.090509,-0.17951,-1.2312,-0.061256,0.26012,-1.0442,-0.48963,0.35468,0,0
