7.27,0.00060396,0.00056493,1.5,0.00037447,0.00036359,-9.0335e-08,-0.0453,-0.051772,-9.5059e-09,16.556,18.968,5.9042e-06,0,0
7.26,0.00059521,0.00055558,1.5,0.0016445,0.0018131,-8.9945e-08,-0.20764,-0.23648,-6.8317e-08,15.913,17.977,5.8556e-06,0,0
7.25,0.00056576,0.00052267,1.5,0.0045059,0.0050605,-8.897e-08,-0.3636,-0.41139,-1.2657e-07,15.281,17.008,5.7936e-06,0,0
7.24,0.0005,0.0004487,1.5,0.0088955,0.010009,-8.7416e-08,-0.51329,-0.5767,-1.8415e-07,14.66,16.058,5.7187e-06,0,0
7.23,0.00038297,0.00031714,1.5,0.014751,0.016563,-8.529e-08,-0.65682,-0.73262,-2.4091e-07,14.049,15.129,5.6315e-06,0,0
7.22,0.0002003,0.00011239,1.5,0.022012,0.024631,-8.2601e-08,-0.7943,-0.87935,-2.9674e-07,13.449,14.22,5.5323e-06,0,0
7.21,-6.1754e-05,-0.00018021,1.5,0.030617,0.03412,-7.9359e-08,-0.92584,-1.0171,-3.5152e-07,12.86,13.331,5.4218e-06,0,0
7.2,-0.00041634,-0.00057445,1.5,0.040509,0.044943,-7.5575e-08,-1.0515,-1.146,-4.0514e-07,12.281,12.461,5.3004e-06,0,0
7.19,-0.00087603,-0.0010832,1.5,0.051629,0.057012,-7.126e-08,-1.1715,-1.2664,-4.5749e-07,11.712,11.611,5.1685e-06,0,0
7.18,-0.0014528,-0.0017186,1.5,0.06392,0.070242,-6.6429e-08,-1.2858,-1.3783,-5.0847e-07,11.154,10.78,5.0268e-06,0,0
7.17,-0.0021581,-0.0024917,1.5,0.077327,0.084551,-6.1096e-08,-1.3946,-1.482,-5.5799e-07,10.606,9.969,4.8755e-06,0,0
7.16,-0.0030029,-0.0034129,1.5,0.091794,0.099857,-5.5275e-08,-1.498,-1.5778,-6.0595e-07,10.068,9.1768,4.7154e-06,0,0
7.15,-0.0039974,-0.0044919,1.5,0.10727,0.11608,-4.8982e-08,-1.596,-1.6656,-6.5227e-07,9.5407,8.4035,4.5467e-06,0,0
7.14,-0.0051514,-0.0057373,1.5,0.1237,0.13314,-4.2235e-08,-1.6888,-1.7459,-6.9686e-07,9.0231,7.6491,4.3699e-06,0,0
7.13,-0.0064743,-0.0071573,1.5,0.14103,0.15097,-3.5051e-08,-1.7765,-1.8187,-7.3965e-07,8.5155,6.9133,4.1856e-06,0,0
7.12,-0.0079748,-0.0087591,1.5,0.15921,0.16949,-2.7448e-08,-1.8592,-1.8842,-7.8055e-07,8.0177,6.196,3.9942e-06,0,0
7.11,-0.0096612,-0.010549,1.5,0.17819,0.18863,-1.9447e-08,-1.9369,-1.9427,-8.1951e-07,7.5297,5.497,3.7962e-06,0,0
7.1,-0.011541,-0.012534,1.5,0.19793,0.20832,-1.1065e-08,-2.0098,-1.9942,-8.5645e-07,7.0514,4.8163,3.5919e-06,0,0
7.09,-0.013622,-0.014717,1.5,0.21837,0.2285,-2.3244e-09,-2.0779,-2.0391,-8.9133e-07,6.5828,4.1537,3.3819e-06,0,0
7.08,-0.015911,-0.017105,1.5,0.23947,0.24908,6.7544e-09,-2.1415,-2.0773,-9.2407e-07,6.1238,3.509,3.1665e-06,0,0
7.07,-0.018414,-0.0197,1.5,0.26119,0.27002,1.615e-08,-2.2004,-2.1093,-9.5464e-07,5.6742,2.8821,2.9463e-06,0,0
7.06,-0.021137,-0.022506,1.5,0.28347,0.29125,2.584e-08,-2.255,-2.135,-9.8298e-07,5.2341,2.2728,2.7217e-06,0,0
7.05,-0.024085,-0.025526,1.5,0.30627,0.3127,3.5802e-08,-2.3052,-2.1548,-1.0091e-06,4.8033,1.681,2.493e-06,0,0
7.04,-0.027264,-0.028761,1.5,0.32956,0.33432,4.6013e-08,-2.3511,-2.1687,-1.0328e-06,4.3818,1.1065,2.2608e-06,0,0
7.03,-0.030677,-0.032213,1.5,0.35328,0.35606,5.6451e-08,-2.3928,-2.177,-1.0543e-06,3.9695,0.54926,2.0255e-06,0,0
7.02,-0.034331,-0.035882,1.5,0.3774,0.37785,6.7091e-08,-2.4305,-2.1798,-1.0733e-06,3.5663,0.0090689,1.7874e-06,0,0
7.01,-0.038227,-0.03977,1.5,0.40188,0.39964,7.7909e-08,-2.4642,-2.1772,-1.09e-06,3.1722,-0.5142,1.547e-06,0,0
7,-0.042369,-0.043875,1.5,0.42667,0.42137,8.8883e-08,-2.494,-2.1695,-1.1043e-06,2.787,-1.0207,1.3047e-06,0,0
6.99,-0.046761,-0.048197,1.5,0.45174,0.44301,9.9987e-08,-2.52,-2.1569,-1.1161e-06,2.4108,-1.5105,1.061e-06,0,0
6.98,-0.051405,-0.052734,1.5,0.47706,0.46449,1.112e-07,-2.5422,-2.1394,-1.1255e-06,2.0434,-1.9839,8.1618e-07,0,0
6.97,-0.056303,-0.057486,1.5,0.50258,0.48578,1.2249e-07,-2.5609,-2.1172,-1.1324e-06,1.6848,-2.4409,5.7069e-07,0,0
6.96,-0.061457,-0.062449,1.5,0.52826,0.50682,1.3384e-07,-2.5759,-2.0906,-1.1369e-06,1.3349,-2.8817,3.2495e-07,0,0
6.95,-0.066869,-0.067622,1.5,0.55408,0.52758,1.4522e-07,-2.5876,-2.0597,-1.1389e-06,0.99363,-3.3064,7.9329e-08,0,0
6.94,-0.072539,-0.073,1.5,0.58,0.548,1.5661e-07,-2.5958,-2.0245,-1.1385e-06,0.66091,-3.7151,-1.6576e-07,0,0
6.93,-0.078469,-0.07858,1.5,0.60599,0.56806,1.6798e-07,-2.6008,-1.9854,-1.1356e-06,0.33668,-4.108,-4.0995e-07,0,0
6.92,-0.084659,-0.08436,1.5,0.63201,0.5877,1.7931e-07,-2.6026,-1.9424,-1.1303e-06,0.020873,-4.4853,-6.5283e-07,0,0
6.91,-0.091109,-0.090333,1.5,0.65803,0.60689,1.9058e-07,-2.6013,-1.8958,-1.1226e-06,-0.28658,-4.847,-8.9403e-07,0,0
6.9,-0.097819,-0.096496,1.5,0.68402,0.6256,2.0175e-07,-2.5969,-1.8455,-1.1124e-06,-0.58576,-5.1933,-1.1332e-06,0,0
6.89,-0.10479,-0.10284,1.5,0.70996,0.64379,2.1282e-07,-2.5896,-1.7919,-1.0999e-06,-0.87672,-5.5244,-1.3699e-06,0,0
6.88,-0.11202,-0.10937,1.5,0.73581,0.66143,2.2374e-07,-2.5794,-1.7351,-1.085e-06,-1.1595,-5.8403,-1.6038e-06,0,0
6.87,-0.11951,-0.11607,1.5,0.76154,0.67849,2.3451e-07,-2.5664,-1.6752,-1.0678e-06,-1.4343,-6.1412,-1.8345e-06,0,0
6.86,-0.12725,-0.12294,1.5,0.78713,0.69493,2.4509e-07,-2.5507,-1.6123,-1.0483e-06,-1.701,-6.4273,-2.0617e-06,0,0
6.85,-0.13525,-0.12997,1.5,0.81254,0.71072,2.5547e-07,-2.5324,-1.5467,-1.0266e-06,-1.9598,-6.6986,-2.285e-06,0,0
6.84,-0.1435,-0.13715,1.5,0.83777,0.72585,2.6562e-07,-2.5116,-1.4784,-1.0027e-06,-2.2107,-6.9552,-2.504e-06,0,0
6.83,-0.152,-0.14448,1.5,0.86277,0.74028,2.7552e-07,-2.4882,-1.4076,-9.7655e-07,-2.4538,-7.1975,-2.7185e-06,0,0
6.82,-0.16075,-0.15195,1.5,0.88752,0.754,2.8514e-07,-2.4625,-1.3345,-9.4831e-07,-2.6892,-7.4253,-2.9279e-06,0,0
6.81,-0.16975,-0.15956,1.5,0.91201,0.76697,2.9448e-07,-2.4345,-1.2592,-9.1801e-07,-2.9169,-7.639,-3.1321e-06,0,0
6.8,-0.17899,-0.16729,1.5,0.93621,0.77917,3.035e-07,-2.4042,-1.1818,-8.8569e-07,-3.137,-7.8385,-3.3306e-06,0,0
6.79,-0.18847,-0.17514,1.5,0.96009,0.7906,3.1218e-07,-2.3718,-1.1025,-8.5141e-07,-3.3495,-8.0241,-3.5231e-06,0,0
6.78,-0.19819,-0.1831,1.5,0.98363,0.80122,3.2052e-07,-2.3372,-1.0213,-8.1525e-07,-3.5546,-8.1959,-3.7093e-06,0,0
